,Account Number,Balance Date,Transaction Value,Balance
8884,49216581,2023-01-31,,911.91
8885,49216581,2023-02-01,-754.9,157.01
8886,49216581,2023-02-07,1147.4,1304.41
8887,49216581,2023-02-10,-1812.5,-508.0899999999999
8888,49216581,2023-02-13,138.94,-369.1499999999999
8889,49216581,2023-02-13,-127.19,-496.3399999999999
8890,49216581,2023-02-13,-569.6,-1065.94
8891,49253709,2023-01-31,,473.46
8892,49253709,2023-02-01,65.02,538.48
8893,49253709,2023-02-01,-120.88,417.59999999999997
8894,49253709,2023-02-03,134.37,551.97
8895,49253709,2023-02-04,129.16,681.13
8896,49253709,2023-02-04,107.78,788.91
8897,49253709,2023-02-05,-209.45,579.46
8898,49253709,2023-02-07,129.29,708.75
8899,49253709,2023-02-12,151.37,860.12
8900,49253709,2023-02-12,-52.81,807.31
8901,49253709,2023-02-12,-87.33,719.98
8902,49253709,2023-02-13,-109.33,610.65
8903,49310474,2023-01-31,,929.16
8904,49310474,2023-02-01,131.27,1060.43
8905,49310474,2023-02-01,-84.68,975.75
8906,49310474,2023-02-06,-79.45,896.3
8907,49310474,2023-02-07,124.51,1020.81
8908,49310474,2023-02-07,-49.81,971.0
8909,49310474,2023-02-13,165.82,1136.82
8910,49310474,2023-02-14,32.96,1169.78
8911,49310474,2023-02-14,-88.77,1081.01
8912,49400211,2023-01-31,,460.24
8913,49400211,2023-02-01,212.62,672.86
8914,49400211,2023-02-02,155.92,828.78
8915,49400211,2023-02-08,192.5,1021.28
8916,49400211,2023-02-09,67.33,1088.61
8917,49400211,2023-02-10,-102.74,985.87
8918,49410021,2023-01-31,,508.72
8919,49410021,2023-02-01,112.52,621.24
8920,49410021,2023-02-06,-121.6,499.64000000000004
8921,49410021,2023-02-12,-129.45,370.19000000000005
8922,49410021,2023-02-14,-72.61,297.58000000000004
8923,49427302,2023-01-31,,468.73
8924,49427302,2023-02-03,79.37,548.1
8925,49427302,2023-02-04,-76.17,471.93
8926,49427302,2023-02-06,1045.4,1517.3300000000002
8927,49427302,2023-02-06,-93.16,1424.17
8928,49427302,2023-02-07,51.11,1475.2800000000002
8929,49427302,2023-02-08,81.34,1556.6200000000001
8930,49427302,2023-02-11,-112.24,1444.38
8931,49427302,2023-02-12,49.41,1493.7900000000002
8932,49441522,2023-01-31,,75.3
8933,49441522,2023-02-01,159.64,234.94
8934,49441522,2023-02-02,-132.64,102.30000000000001
8935,49441522,2023-02-03,183.44,285.74
8936,49441522,2023-02-09,35.02,320.76
8937,49441522,2023-02-10,10.96,331.72
8938,49441522,2023-02-11,-152.11,179.61
8939,49454023,2023-01-31,,798.72
8940,49454023,2023-02-01,780.9,1579.62
8941,49454023,2023-02-02,-50.17,1529.45
8942,49454023,2023-02-02,-92.61,1436.84
8943,49454023,2023-02-02,-123.95,1312.89
8944,49454023,2023-02-03,111.24,1424.13
8945,49454023,2023-02-06,155.88,1580.01
8946,49454023,2023-02-07,1070.1,2650.1099999999997
8947,49454023,2023-02-08,-751.9,1898.21
8948,49454023,2023-02-10,-86.78,1811.4299999999998
8949,49454023,2023-02-12,57.5,1868.9299999999998
8950,49459559,2023-01-31,,467.56
8951,49459559,2023-02-07,808.1,1275.66
8952,49459559,2023-02-11,-96.16,1179.5
8953,49459559,2023-02-12,-144.16,1035.34
8954,49459559,2023-02-13,-107.55,927.79
8955,49459559,2023-02-14,68.56,996.35
8956,49467252,2023-01-31,,444.92
8957,49467252,2023-02-04,64.43,509.35
8958,49467252,2023-02-05,59.15,568.5
8959,49467252,2023-02-06,-51.78,516.72
8960,49467252,2023-02-10,-17.18,499.54
8961,49516533,2023-01-31,,7.4
8962,49516533,2023-02-02,-65.53,-58.13
8963,49516533,2023-02-02,-65.93,-124.06
8964,49516533,2023-02-04,-578.6,-702.6600000000001
8965,49516533,2023-02-05,61.84,-640.8199999999999
8966,49516533,2023-02-07,42.04,-598.78
8967,49516533,2023-02-08,-141.86,-740.64
8968,49516533,2023-02-09,-106.29,-846.93
8969,49516533,2023-02-11,187.53,-659.4
8970,49516533,2023-02-11,-20.99,-680.39
8971,49516533,2023-02-13,-1188.4,-1868.79
8972,49520335,2023-01-31,,198.79
8973,49520335,2023-02-01,77.78,276.57
8974,49520335,2023-02-03,-104.62,171.95
8975,49520335,2023-02-08,-14.84,157.10999999999999
8976,49520335,2023-02-10,1795.9,1953.01
8977,49520335,2023-02-12,88.2,2041.21
8978,49520335,2023-02-14,-88.67,1952.54
8979,49533543,2023-01-31,,190.64
8980,49533543,2023-02-04,-45.03,145.60999999999999
8981,49533543,2023-02-04,-164.38,-18.77000000000001
8982,49533543,2023-02-05,-986.7,-1005.47
8983,49533543,2023-02-11,57.11,-948.36
8984,49533543,2023-02-11,-77.77,-1026.13
8985,49533543,2023-02-11,-139.2,-1165.33
8986,49534905,2023-01-31,,383.91
8987,49534905,2023-02-07,106.1,490.01
8988,49536707,2023-01-31,,37.3
8989,49536707,2023-02-01,-136.75,-99.45
8990,49536707,2023-02-02,-104.98,-204.43
8991,49536707,2023-02-03,-120.86,-325.29
8992,49536707,2023-02-03,-173.01,-498.3
8993,49536707,2023-02-05,147.37,-350.93
8994,49536707,2023-02-08,35.81,-315.12
8995,49536707,2023-02-11,-113.2,-428.32
8996,49536707,2023-02-14,-101.69,-530.01
8997,49536707,2023-02-14,-120.83,-650.84
8998,49536707,2023-02-14,-228.87,-879.71
8999,49540328,2023-01-31,,458.12
9000,49540328,2023-02-02,-98.11,360.01
9001,49540328,2023-02-04,-122.19,237.82
9002,49540328,2023-02-05,-93.03,144.79000000000002
9003,49540328,2023-02-09,110.51,255.3
9004,49540328,2023-02-13,-172.54,82.76000000000002
9005,49550154,2023-01-31,,178.14
9006,49550154,2023-02-01,-122.7,55.43999999999998
9007,49550154,2023-02-05,76.04,131.48
9008,49550154,2023-02-08,-63.41,68.07
9009,49550154,2023-02-08,-79.16,-11.090000000000003
9010,49550154,2023-02-10,-179.95,-191.04
9011,49550154,2023-02-13,151.76,-39.28
9012,49550154,2023-02-14,166.38,127.1
9013,49581833,2023-01-31,,117.56
9014,49581833,2023-02-01,-52.0,65.56
9015,49581833,2023-02-02,-185.74,-120.18
9016,49581833,2023-02-02,-1640.2,-1760.38
9017,49581833,2023-02-04,-56.75,-1817.13
9018,49581833,2023-02-13,1013.4,-803.7300000000001
9019,49581833,2023-02-14,-138.71,-942.4400000000002
9020,49696722,2023-01-31,,142.69
9021,49696722,2023-02-02,153.46,296.15
9022,49696722,2023-02-04,-88.15,208.0
9023,49696722,2023-02-07,-127.37,80.63
9024,49696722,2023-02-11,126.93,207.56
9025,49696722,2023-02-13,1291.4,1498.96
9026,49696722,2023-02-13,-44.2,1454.76
9027,49834565,2023-01-31,,51.12
9028,49834565,2023-02-03,72.44,123.56
9029,49834565,2023-02-12,-76.93,46.629999999999995
9030,49840526,2023-01-31,,461.64
9031,49840526,2023-02-03,95.71,557.35
9032,49840526,2023-02-05,-200.77,356.58
9033,49840526,2023-02-08,2591.7,2948.2799999999997
9034,49840526,2023-02-09,1530.9,4479.18
9035,49840526,2023-02-09,229.85,4709.03
9036,49840526,2023-02-09,168.65,4877.68
9037,49840526,2023-02-09,-58.39,4819.29
9038,49840526,2023-02-10,107.56,4926.849999999999
9039,49941860,2023-01-31,,655.66
9040,49941860,2023-02-01,60.93,716.5899999999999
9041,49941860,2023-02-03,66.9,783.49
9042,49941860,2023-02-08,-34.93,748.56
9043,49961732,2023-01-31,,673.71
9044,49961732,2023-02-01,99.06,772.77
9045,49961732,2023-02-01,49.48,822.25
9046,49961732,2023-02-08,48.01,870.26
9047,49961732,2023-02-08,-133.54,736.72
9048,49961732,2023-02-09,22.93,759.65
9049,49961732,2023-02-11,107.51,867.1600000000001
9050,49961732,2023-02-11,-68.14,799.02
9051,49966528,2023-01-31,,641.18
9052,49966528,2023-02-01,133.29,774.4699999999999
9053,49966528,2023-02-03,-92.73,681.7399999999999
9054,49966528,2023-02-04,-115.54,566.1999999999999
9055,49966528,2023-02-05,176.37,742.5699999999999
9056,49966528,2023-02-06,152.43,895.0
9057,49966528,2023-02-06,-161.12,733.8799999999999
9058,49966528,2023-02-07,180.28,914.16
9059,49966528,2023-02-09,115.5,1029.6599999999999
9060,49966528,2023-02-12,114.03,1143.69
9061,50018070,2023-01-31,,450.64
9062,50018070,2023-02-03,-656.3,-205.65999999999997
9063,50018070,2023-02-05,112.93,-92.72999999999996
9064,50018070,2023-02-08,-92.25,-184.97999999999996
9065,50018070,2023-02-10,-90.3,-275.28
9066,50024545,2023-01-31,,867.21
9067,50024545,2023-02-03,84.79,952.0
9068,50024545,2023-02-07,-113.13,838.87
9069,50024545,2023-02-07,-605.2,233.66999999999996
9070,50024545,2023-02-09,180.04,413.7099999999999
9071,50024545,2023-02-11,-122.19,291.52
9072,50024545,2023-02-11,-1733.6,-1442.08
9073,50024545,2023-02-13,-37.47,-1479.55
9074,50024545,2023-02-13,-71.7,-1551.25
9075,50031425,2023-01-31,,695.18
9076,50031425,2023-02-03,493.5,1188.6799999999998
9077,50031425,2023-02-03,115.16,1303.84
9078,50031425,2023-02-07,124.56,1428.3999999999999
9079,50031425,2023-02-10,180.01,1608.4099999999999
9080,50031425,2023-02-12,-124.59,1483.82
9081,50031425,2023-02-14,42.03,1525.85
9082,50114041,2023-01-31,,60.83
9083,50114041,2023-02-06,-152.43,-91.60000000000001
9084,50115324,2023-01-31,,329.32
9085,50115324,2023-02-01,80.86,410.18
9086,50115324,2023-02-03,46.85,457.03
9087,50115324,2023-02-03,-130.53,326.5
9088,50115324,2023-02-08,120.55,447.05
9089,50115324,2023-02-12,170.71,617.76
9090,50115324,2023-02-13,33.78,651.54
9091,50115324,2023-02-13,-130.18,521.36
9092,50115324,2023-02-13,-813.5,-292.14
9093,50122119,2023-01-31,,264.61
9094,50122119,2023-02-01,774.6,1039.21
9095,50122119,2023-02-03,-33.17,1006.0400000000001
9096,50122119,2023-02-12,18.99,1025.03
9097,50122119,2023-02-12,-970.8,54.23000000000013
9098,50132654,2023-01-31,,562.17
9099,50132654,2023-02-02,177.5,739.67
9100,50132654,2023-02-04,-97.84,641.8299999999999
9101,50132654,2023-02-05,168.74,810.5699999999999
9102,50132654,2023-02-07,88.86,899.43
9103,50132654,2023-02-08,63.1,962.53
9104,50132654,2023-02-09,-89.08,873.4499999999999
9105,50132654,2023-02-12,117.48,990.93
9106,50132654,2023-02-14,-88.1,902.8299999999999
9107,50150279,2023-01-31,,567.24
9108,50150279,2023-02-05,-74.52,492.72
9109,50150279,2023-02-06,106.53,599.25
9110,50150279,2023-02-09,62.92,662.1700000000001
9111,50161801,2023-01-31,,180.69
9112,50161801,2023-02-02,174.75,355.44
9113,50161801,2023-02-02,100.46,455.9
9114,50161801,2023-02-03,172.24,628.14
9115,50161801,2023-02-03,108.09,736.23
9116,50161801,2023-02-03,89.51,825.74
9117,50161801,2023-02-07,113.43,939.17
9118,50161801,2023-02-08,78.98,1018.15
9119,50161801,2023-02-09,-188.3,829.85
9120,50161801,2023-02-10,144.1,973.95
9121,50161801,2023-02-11,105.27,1079.22
9122,50161801,2023-02-14,1674.0,2753.2200000000003
9123,50217872,2023-01-31,,667.95
9124,50217872,2023-02-02,65.93,733.8800000000001
9125,50217872,2023-02-03,-625.5,108.38000000000011
9126,50217872,2023-02-07,-70.62,37.760000000000105
9127,50217872,2023-02-08,-120.31,-82.5499999999999
9128,50217872,2023-02-10,-63.32,-145.8699999999999
9129,50217872,2023-02-11,139.07,-6.799999999999898
9130,50217872,2023-02-11,-47.32,-54.1199999999999
9131,50217872,2023-02-13,-119.03,-173.1499999999999
9132,50217872,2023-02-14,735.5,562.3500000000001
9133,50219545,2023-01-31,,548.12
9134,50219545,2023-02-01,1057.7,1605.8200000000002
9135,50219545,2023-02-06,-50.67,1555.1499999999999
9136,50219545,2023-02-07,124.42,1679.57
9137,50219545,2023-02-11,-818.2,861.3699999999999
9138,50219545,2023-02-14,1209.0,2070.37
9139,50231864,2023-01-31,,117.34
9140,50231864,2023-02-02,135.95,253.29
9141,50231864,2023-02-02,-128.36,124.92999999999998
9142,50231864,2023-02-04,-134.46,-9.53000000000003
9143,50231864,2023-02-07,150.57,141.03999999999996
9144,50231864,2023-02-07,29.79,170.82999999999996
9145,50231864,2023-02-10,148.04,318.86999999999995
9146,50231864,2023-02-14,178.04,496.90999999999997
9147,50276595,2023-01-31,,686.91
9148,50276595,2023-02-01,-102.6,584.31
9149,50276595,2023-02-03,-88.33,495.97999999999996
9150,50276595,2023-02-03,-98.41,397.57
9151,50276595,2023-02-04,86.9,484.46999999999997
9152,50276595,2023-02-06,1107.9,1592.3700000000001
9153,50276595,2023-02-11,88.16,1680.5300000000002
9154,50276595,2023-02-11,-81.2,1599.3300000000002
9155,50276595,2023-02-11,-146.95,1452.38
9156,50276595,2023-02-12,-55.85,1396.5300000000002
9157,50324230,2023-01-31,,945.15
9158,50324230,2023-02-05,-64.51,880.64
9159,50324230,2023-02-05,-145.13,735.51
9160,50324230,2023-02-07,-1380.5,-644.99
9161,50324230,2023-02-09,-95.64,-740.63
9162,50335174,2023-01-31,,650.98
9163,50335174,2023-02-05,-99.24,551.74
9164,50335174,2023-02-09,176.84,728.58
9165,50335174,2023-02-09,157.79,886.37
9166,50335174,2023-02-11,194.38,1080.75
9167,50335174,2023-02-14,14.98,1095.73
9168,50360111,2023-01-31,,193.83
9169,50360111,2023-02-02,40.94,234.77
9170,50360111,2023-02-05,183.09,417.86
9171,50360111,2023-02-12,26.59,444.45
9172,50402197,2023-01-31,,717.07
9173,50402197,2023-02-01,-65.02,652.0500000000001
9174,50402197,2023-02-01,-469.6,182.45000000000005
9175,50402197,2023-02-02,-962.8,-780.3499999999999
9176,50402197,2023-02-05,75.06,-705.29
9177,50402197,2023-02-05,69.93,-635.3599999999999
9178,50402197,2023-02-11,167.56,-467.7999999999999
9179,50402197,2023-02-11,66.39,-401.4099999999999
9180,50402197,2023-02-12,-109.08,-510.4899999999999
9181,50428641,2023-01-31,,271.51
9182,50428641,2023-02-05,-102.38,169.13
9183,50428641,2023-02-07,62.85,231.98
9184,50428641,2023-02-07,-119.18,112.79999999999998
9185,50428641,2023-02-09,-126.46,-13.66000000000001
9186,50428641,2023-02-10,186.7,173.03999999999996
9187,50428641,2023-02-13,101.21,274.24999999999994
9188,50463777,2023-01-31,,143.45
9189,50463777,2023-02-04,-83.95,59.499999999999986
9190,50463777,2023-02-08,64.87,124.36999999999999
9191,50463777,2023-02-09,-90.79,33.579999999999984
9192,50463777,2023-02-13,-80.9,-47.32000000000002
9193,50463777,2023-02-14,-73.71,-121.03000000000002
9194,50463777,2023-02-14,-150.33,-271.36
9195,50463777,2023-02-14,-154.58,-425.94000000000005
9196,50520009,2023-01-31,,892.55
9197,50520009,2023-02-04,-68.1,824.4499999999999
9198,50520009,2023-02-06,-136.61,687.8399999999999
9199,50520009,2023-02-08,1808.4,2496.24
9200,50520009,2023-02-12,-68.89,2427.35
9201,50520009,2023-02-13,145.1,2572.45
9202,50520009,2023-02-14,137.73,2710.18
9203,50547726,2023-01-31,,675.06
9204,50547726,2023-02-04,143.88,818.9399999999999
9205,50547726,2023-02-04,46.13,865.0699999999999
9206,50547726,2023-02-07,-1070.1,-205.02999999999997
9207,50547726,2023-02-08,-121.72,-326.75
9208,50547726,2023-02-10,-106.19,-432.93999999999994
9209,50547726,2023-02-11,-132.76,-565.6999999999999
9210,50610780,2023-01-31,,536.41
9211,50610780,2023-02-02,133.59,670.0
9212,50610780,2023-02-02,-166.35,503.65
9213,50610780,2023-02-05,-2112.8,-1609.15
9214,50610780,2023-02-06,-436.1,-2045.25
9215,50610780,2023-02-07,737.4,-1307.8500000000001
9216,50610780,2023-02-08,-251.9,-1559.7500000000002
9217,50610780,2023-02-10,-127.71,-1687.46
9218,50610780,2023-02-12,81.53,-1605.93
9219,50610780,2023-02-13,89.42,-1516.5100000000002
9220,50624960,2023-01-31,,5.03
9221,50624960,2023-02-04,-26.76,-21.73
9222,50624960,2023-02-11,159.09,137.36
9223,50624960,2023-02-11,-119.87,17.49000000000001
9224,50624960,2023-02-12,-113.72,-96.22999999999999
9225,50624960,2023-02-13,167.76,71.53
9226,50624960,2023-02-13,-126.46,-54.92999999999999
9227,50627436,2023-01-31,,183.41
9228,50627436,2023-02-02,30.52,213.93
9229,50627436,2023-02-04,48.4,262.33
9230,50627436,2023-02-05,-103.36,158.97
9231,50627436,2023-02-07,146.5,305.47
9232,50627436,2023-02-07,62.35,367.82
9233,50627436,2023-02-08,473.2,841.02
9234,50627436,2023-02-08,-162.59,678.43
9235,50627436,2023-02-09,-113.82,564.61
9236,50627436,2023-02-10,-90.73,473.88
9237,50627436,2023-02-14,105.03,578.91
9238,50647892,2023-01-31,,540.71
9239,50647892,2023-02-03,121.58,662.2900000000001
9240,50647892,2023-02-04,-180.29,482.00000000000006
9241,50647892,2023-02-05,212.21,694.21
9242,50647892,2023-02-05,95.98,790.19
9243,50647892,2023-02-05,23.88,814.07
9244,50647892,2023-02-06,120.78,934.85
9245,50647892,2023-02-10,94.84,1029.69
9246,50693024,2023-01-31,,171.87
9247,50693024,2023-02-02,147.71,319.58000000000004
9248,50693024,2023-02-05,-100.33,219.25
9249,50693024,2023-02-09,115.1,334.35
9250,50693024,2023-02-09,-54.92,279.43
9251,50693024,2023-02-10,-98.76,180.67000000000002
9252,50693024,2023-02-13,35.47,216.14
9253,50693024,2023-02-14,139.82,355.96
9254,50756739,2023-01-31,,177.65
9255,50756739,2023-02-02,79.3,256.95
9256,50756739,2023-02-06,-159.04,97.91000000000003
9257,50756739,2023-02-07,94.27,192.18
9258,50756739,2023-02-07,78.73,270.91
9259,50756739,2023-02-09,167.25,438.16
9260,50756739,2023-02-12,20.21,458.37
9261,50756739,2023-02-13,106.08,564.45
9262,50756739,2023-02-13,25.66,590.11
9263,50772829,2023-01-31,,47.57
9264,50772829,2023-02-10,115.74,163.31
9265,50772829,2023-02-11,-63.01,100.29999999999998
9266,50772829,2023-02-12,200.04,300.34
9267,50772829,2023-02-12,76.84,377.17999999999995
9268,50772829,2023-02-12,-1278.9,-901.7200000000001
9269,50772829,2023-02-13,79.92,-821.8000000000002
9270,50772829,2023-02-13,66.5,-755.3000000000002
9271,50772829,2023-02-14,836.0,80.69999999999982
9272,50813708,2023-01-31,,339.04
9273,50813708,2023-02-01,172.78,511.82000000000005
9274,50813708,2023-02-03,-140.36,371.46000000000004
9275,50813708,2023-02-04,-97.67,273.79
9276,50813708,2023-02-05,45.47,319.26
9277,50813708,2023-02-05,-108.33,210.93
9278,50813708,2023-02-06,-28.34,182.59
9279,50813708,2023-02-08,167.66,350.25
9280,50813708,2023-02-10,9.75,360.0
9281,50813708,2023-02-13,-84.2,275.8
9282,50837270,2023-01-31,,613.53
9283,50837270,2023-02-02,147.44,760.97
9284,50837270,2023-02-04,-105.81,655.16
9285,50837270,2023-02-12,114.06,769.22
9286,50837270,2023-02-13,-437.5,331.71999999999997
9287,50837270,2023-02-14,66.68,398.4
9288,50880352,2023-01-31,,12.46
9289,50880352,2023-02-05,-133.1,-120.63999999999999
9290,50880352,2023-02-06,-59.59,-180.23
9291,50880352,2023-02-08,19.59,-160.64
9292,50880352,2023-02-09,205.74,45.10000000000002
9293,50887252,2023-01-31,,464.78
9294,50887252,2023-02-03,56.35,521.13
9295,50887252,2023-02-04,-119.53,401.59999999999997
9296,50887252,2023-02-05,772.5,1174.1
9297,50887252,2023-02-06,210.36,1384.46
9298,50887252,2023-02-09,175.48,1559.9399999999998
9299,50887252,2023-02-09,137.17,1697.11
9300,50887252,2023-02-10,104.93,1802.04
9301,50887252,2023-02-14,-129.59,1672.4499999999998
9302,50893310,2023-01-31,,185.13
9303,50893310,2023-02-06,90.19,275.32
9304,50893310,2023-02-08,104.32,379.64
9305,50893310,2023-02-12,130.06,509.7
9306,50893310,2023-02-13,-69.71,439.99
9307,50959802,2023-01-31,,821.37
9308,50959802,2023-02-01,-97.11,724.26
9309,50959802,2023-02-02,1436.3,2160.56
9310,50959802,2023-02-10,-221.22,1939.34
9311,50959802,2023-02-14,1157.1,3096.4399999999996
9312,51079213,2023-01-31,,783.58
9313,51079213,2023-02-01,-70.27,713.3100000000001
9314,51079213,2023-02-03,80.5,793.8100000000001
9315,51079213,2023-02-05,-144.1,649.71
9316,51079213,2023-02-05,-184.06,465.65000000000003
9317,51079213,2023-02-07,-61.01,404.64000000000004
9318,51079213,2023-02-08,187.24,591.8800000000001
9319,51079213,2023-02-11,-26.87,565.0100000000001
9320,51079213,2023-02-14,-70.52,494.49000000000007
9321,51102699,2023-01-31,,626.91
9322,51102699,2023-02-02,-56.94,569.97
9323,51102699,2023-02-08,-168.14,401.83
9324,51102699,2023-02-10,94.45,496.28
9325,51102699,2023-02-12,-66.33,429.95
9326,51102699,2023-02-13,38.04,467.99
9327,51122335,2023-01-31,,219.24
9328,51122335,2023-02-02,-150.2,69.04000000000002
9329,51122335,2023-02-08,42.88,111.92000000000002
9330,51122335,2023-02-10,-88.04,23.880000000000024
9331,51198722,2023-01-31,,559.63
9332,51198722,2023-02-06,-995.2,-435.57000000000005
9333,51198722,2023-02-06,-1045.4,-1480.9700000000003
9334,51198722,2023-02-07,1035.2,-445.7700000000002
9335,51198722,2023-02-07,-19.21,-464.9800000000002
9336,51266306,2023-01-31,,163.99
9337,51266306,2023-02-01,1187.7,1351.69
9338,51266306,2023-02-01,-92.86,1258.8300000000002
9339,51266306,2023-02-04,118.6,1377.43
9340,51266306,2023-02-05,-118.23,1259.2
9341,51272805,2023-01-31,,135.47
9342,51272805,2023-02-01,153.9,289.37
9343,51272805,2023-02-01,-103.94,185.43
9344,51272805,2023-02-03,-718.2,-532.77
9345,51272805,2023-02-05,43.28,-489.49
9346,51272805,2023-02-12,-82.2,-571.6899999999999
9347,51272805,2023-02-13,105.95,-465.74
9348,51298007,2023-01-31,,427.17
9349,51298007,2023-02-04,73.7,500.87
9350,51298007,2023-02-05,-848.7,-347.83000000000004
9351,51298007,2023-02-07,-1613.2,-1961.0300000000002
9352,51298007,2023-02-09,137.44,-1823.59
9353,51298007,2023-02-09,96.82,-1726.77
9354,51298007,2023-02-12,89.55,-1637.22
9355,51298007,2023-02-12,-104.78,-1742.0
9356,51313899,2023-01-31,,189.04
9357,51313899,2023-02-01,-1072.7,-883.6600000000001
9358,51313899,2023-02-02,-52.11,-935.7700000000001
9359,51313899,2023-02-03,1488.0,552.2299999999999
9360,51313899,2023-02-04,128.26,680.4899999999999
9361,51313899,2023-02-05,-119.88,560.6099999999999
9362,51313899,2023-02-06,-91.53,469.0799999999999
9363,51313899,2023-02-07,283.4,752.4799999999999
9364,51313899,2023-02-09,1653.1,2405.58
9365,51325070,2023-01-31,,933.4
9366,51325070,2023-02-01,104.85,1038.25
9367,51325070,2023-02-01,-83.77,954.48
9368,51325070,2023-02-02,-154.85,799.63
9369,51325070,2023-02-03,61.29,860.92
9370,51325070,2023-02-03,4.02,864.9399999999999
9371,51325070,2023-02-04,183.25,1048.19
9372,51325070,2023-02-05,40.03,1088.22
9373,51325070,2023-02-06,53.53,1141.75
9374,51325070,2023-02-06,28.71,1170.46
9375,51325070,2023-02-06,-8.04,1162.42
9376,51325070,2023-02-07,-99.21,1063.21
9377,51325070,2023-02-08,96.43,1159.64
9378,51325070,2023-02-08,31.2,1190.84
9379,51325070,2023-02-11,106.02,1296.8600000000001
9380,51325070,2023-02-12,-99.56,1197.3
9381,51353910,2023-01-31,,523.88
9382,51353910,2023-02-07,-146.17,377.71000000000004
9383,51353910,2023-02-09,40.77,418.48
9384,51358248,2023-01-31,,222.93
9385,51358248,2023-02-02,-179.19,43.74000000000001
9386,51358248,2023-02-10,127.71,171.45
9387,51358248,2023-02-14,130.09,301.54
9388,51358248,2023-02-14,42.94,344.48
9389,51389636,2023-01-31,,917.98
9390,51389636,2023-02-02,-109.29,808.69
9391,51389636,2023-02-02,-177.36,631.3299999999999
9392,51389636,2023-02-09,-79.33,552.0
9393,51398784,2023-01-31,,909.2
9394,51398784,2023-02-07,313.5,1222.7
9395,51398784,2023-02-13,11.11,1233.81
9396,51401655,2023-01-31,,877.47
9397,51401655,2023-02-02,-121.58,755.89
9398,51401655,2023-02-04,97.26,853.1500000000001
9399,51401655,2023-02-04,62.69,915.84
9400,51401655,2023-02-05,200.77,1116.6100000000001
9401,51435617,2023-01-31,,140.46
9402,51435617,2023-02-03,110.67,251.13
9403,51435617,2023-02-05,-87.66,163.47000000000003
9404,51435617,2023-02-06,133.2,296.67
9405,51435617,2023-02-12,-55.39,241.28000000000003
9406,51435617,2023-02-12,-76.51,164.77
9407,51435617,2023-02-13,18.93,183.70000000000002
9408,51450938,2023-01-31,,157.37
9409,51450938,2023-02-06,98.21,255.57999999999998
9410,51450938,2023-02-07,150.92,406.5
9411,51450938,2023-02-10,-67.01,339.49
9412,51471469,2023-01-31,,611.19
9413,51471469,2023-02-05,-103.21,507.9800000000001
9414,51471469,2023-02-10,-1725.1,-1217.12
9415,51471469,2023-02-12,-50.94,-1268.06
9416,51493379,2023-01-31,,436.15
9417,51493379,2023-02-01,69.52,505.66999999999996
9418,51493379,2023-02-08,-49.64,456.03
9419,51504474,2023-01-31,,153.25
9420,51504474,2023-02-01,219.71,372.96000000000004
9421,51504474,2023-02-04,68.14,441.1
9422,51504474,2023-02-04,18.25,459.35
9423,51504474,2023-02-07,-123.24,336.11
9424,51504474,2023-02-08,-1254.7,-918.59
9425,51504474,2023-02-09,134.52,-784.07
9426,51504474,2023-02-12,-126.99,-911.0600000000001
9427,51504474,2023-02-13,-69.63,-980.69
9428,51653690,2023-01-31,,280.41
9429,51653690,2023-02-01,-78.4,202.01000000000002
9430,51653690,2023-02-02,127.6,329.61
9431,51653690,2023-02-06,-179.58,150.03
9432,51653690,2023-02-08,837.3,987.3299999999999
9433,51653868,2023-01-31,,410.88
9434,51653868,2023-02-02,-179.94,230.94
9435,51653868,2023-02-03,104.0,334.94
9436,51653868,2023-02-04,77.66,412.6
9437,51653868,2023-02-06,-138.83,273.77
9438,51653868,2023-02-07,89.6,363.37
9439,51653868,2023-02-07,-43.63,319.73999999999995
9440,51653868,2023-02-09,53.97,373.71
9441,51653868,2023-02-10,1046.8,1420.51
9442,51653868,2023-02-10,-91.66,1328.85
9443,51653868,2023-02-10,-624.8,704.0500000000001
9444,51653868,2023-02-12,-48.09,655.96
9445,51653868,2023-02-13,30.31,686.2700000000001
9446,51653868,2023-02-14,159.73,846.0
9447,51653868,2023-02-14,-132.75,713.25
9448,51718829,2023-01-31,,260.45
9449,51718829,2023-02-04,-905.4,-644.95
9450,51718829,2023-02-05,181.23,-463.7199999999999
9451,51718829,2023-02-05,-860.7,-1324.42
9452,51718829,2023-02-06,-58.84,-1383.26
9453,51718829,2023-02-08,189.92,-1193.34
9454,51718829,2023-02-09,-1043.8,-2237.14
9455,51718829,2023-02-13,813.5,-1423.6399999999999
9456,51718829,2023-02-14,-99.88,-1523.52
9457,51771015,2023-01-31,,876.29
9458,51771015,2023-02-04,87.1,963.39
9459,51771015,2023-02-05,-159.59,803.8
9460,51771015,2023-02-07,100.32,904.1199999999999
9461,51771015,2023-02-11,1035.1,1939.2199999999998
9462,51771015,2023-02-11,147.31,2086.5299999999997
9463,51771015,2023-02-12,115.87,2202.3999999999996
9464,51771015,2023-02-14,-85.81,2116.5899999999997
9465,51774315,2023-01-31,,291.01
9466,51774315,2023-02-06,98.97,389.98
9467,51774315,2023-02-07,38.62,428.59999999999997
9468,51774315,2023-02-10,55.88,484.48
9469,51774315,2023-02-11,-101.84,382.64
9470,51774315,2023-02-12,-78.98,303.65999999999997
9471,51793205,2023-01-31,,715.25
9472,51793205,2023-02-02,1902.2,2617.45
